Ingredient,Substitute,Context,Equivalent
corn husks,1 each aluminum foil,"The category is: Food Wrappers. Hispanic cooks use these, both fresh and dried, to wrap tamales before steaming them.   Before using, soak the husks in hot water for about 30 minutes to make them more pliable. for wrapping food",1 each corn husks
corn husks,1 each hoja santa leaves,"The category is: Food Wrappers. Hispanic cooks use these, both fresh and dried, to wrap tamales before steaming them.   Before using, soak the husks in hot water for about 30 minutes to make them more pliable. imparts an interesting root beer-like flavor",1 each corn husks
cornichon,1 each gherkin,"The category is: Pickles. This is a small pickle that's flavored with dill, tarragon, and other herbs and spices. It's a heavenly accompaniment to pâté. sweeter",6 each cornichon
cornichon,1 pound dill pickles slices,"The category is: Pickles. This is a small pickle that's flavored with dill, tarragon, and other herbs and spices. It's a heavenly accompaniment to pâté.",1 pound cornichon
Cornish game hen,1 pound pheasant,"The category is: Poultry. This are very small, tender chickens.  Varieties include Rock Cornish game hens = Rock Cornish hens, which are a cross between Cornish and Plymouth Rock chickens.",1 pound Cornish game hen
Cornish game hen,1 pound chukar,"The category is: Poultry. This are very small, tender chickens.  Varieties include Rock Cornish game hens = Rock Cornish hens, which are a cross between Cornish and Plymouth Rock chickens.",1 pound Cornish game hen
Cornish game hen,1 pound quail,"The category is: Poultry. This are very small, tender chickens.  Varieties include Rock Cornish game hens = Rock Cornish hens, which are a cross between Cornish and Plymouth Rock chickens.",1 pound Cornish game hen
Cornish game hen,1 pound squab,"The category is: Poultry. This are very small, tender chickens.  Varieties include Rock Cornish game hens = Rock Cornish hens, which are a cross between Cornish and Plymouth Rock chickens.",1 pound Cornish game hen
cornmeal,1 cup polenta,"The category is: Nonwheat Flours. Cornmeal comes in different colors:  white, yellow, and blue.  Yellow cornmeal has more beta carotene than the others, while blue cornmeal has more protein and turns baked goods purple.  Larger supermarkets also carry stone-ground cornmeal = water-ground cornmeal, which is more tasty and nutritious than regular cornmeal, but doesn't keep as long.  See also self-rising cornmeal.",1 cup cornmeal
cornmeal,1 cup corn flour,"The category is: Nonwheat Flours. Cornmeal comes in different colors:  white, yellow, and blue.  Yellow cornmeal has more beta carotene than the others, while blue cornmeal has more protein and turns baked goods purple.  Larger supermarkets also carry stone-ground cornmeal = water-ground cornmeal, which is more tasty and nutritious than regular cornmeal, but doesn't keep as long.  See also self-rising cornmeal. gives baked goods a lighter texture",1 cup cornmeal
cornmeal,2 cups corn chips,"The category is: Nonwheat Flours. Cornmeal comes in different colors:  white, yellow, and blue.  Yellow cornmeal has more beta carotene than the others, while blue cornmeal has more protein and turns baked goods purple.  Larger supermarkets also carry stone-ground cornmeal = water-ground cornmeal, which is more tasty and nutritious than regular cornmeal, but doesn't keep as long.  See also self-rising cornmeal. (if using cornmeal for breading) crush corn chips in a blender until they have the consistency of cornmeal.",1 cup cornmeal
corn oil,1 cup canola oil,The category is: Oils & Cooking Sprays.,1 cup corn oil
corn oil,1 cup safflower oil,The category is: Oils & Cooking Sprays.,1 cup corn oil
corn oil,1 cup soybean oil,The category is: Oils & Cooking Sprays.,1 cup corn oil
corn oil,1 cup peanut oil,The category is: Oils & Cooking Sprays. not as good as corn oil for deep-frying--has a lower smoke point,1 cup corn oil
corn oil,1 cup cooking spray,The category is: Oils & Cooking Sprays. for greasing pans,1 cup corn oil
corn pasta,1 pound polenta,"The category is: Other Pasta. This is made with corn flour instead of the traditional durum wheat.  It's popular among people with wheat allergies, but it tends to get mushy.",1 pound corn pasta
corn pasta,1 pound kamut pasta,"The category is: Other Pasta. This is made with corn flour instead of the traditional durum wheat.  It's popular among people with wheat allergies, but it tends to get mushy. Kamut®  contains gluten, but it's tolerated by many people with gluten allergies.",1 pound corn pasta
corn pasta,1 pound spelt pasta,"The category is: Other Pasta. This is made with corn flour instead of the traditional durum wheat.  It's popular among people with wheat allergies, but it tends to get mushy. Spelt contains gluten, but it's tolerated by many people with gluten allergies.",1 pound corn pasta
corn pasta,1 pound quinoa pasta,"The category is: Other Pasta. This is made with corn flour instead of the traditional durum wheat.  It's popular among people with wheat allergies, but it tends to get mushy. may contain corn flour as well",1 pound corn pasta
corn pasta,1 pound rice noodles,"The category is: Other Pasta. This is made with corn flour instead of the traditional durum wheat.  It's popular among people with wheat allergies, but it tends to get mushy.",1 pound corn pasta
corn rye bread,1 pound rye bread,"The category is: Breads. A staple of Jewish delicatessens, this rye bread is coated with cornmeal.  It's often paired with corned beef.",1 pound corn rye bread
corn salad,1 pound butterhead lettuce,The category is: Salad Greens. Corn salad has tender leaves and a very mild flavor.,1 pound corn salad
corn salad,1 pound Bibb lettuce,The category is: Salad Greens. Corn salad has tender leaves and a very mild flavor.,1 pound corn salad
corn starch,1 teaspoon arrowroot starch,"The category is: Starch Thickeners. One tablespoon (1/4 ounce) thickens one cup of liquid.  Notes:   This silky powder is used to thicken sauces, gravies, and puddings.  Like other starch thickeners, cornstarch should be mixed into a slurry with an equal amount of cold water before it's added to the hot liquid you're trying to thicken.  You then need to simmer the liquid, stirring constantly, for a minute or so until it thickens.   Cornstarch doesn't stand up to freezing or prolonged cooking, and it doesn't thicken well when mixed with acidic liquids.  Cornstarch is called cornflour or maize cornflour in Britain, Australia, and New Zealand.  Don't confuse cornstarch with the finely ground cornmeal that Americans call corn flour This tolerates freezing and prolonged cooking better, and imparts a glossier finish.",1 teaspoon corn starch
corn starch,1 teaspoon Instant Clearjel,"The category is: Starch Thickeners. One tablespoon (1/4 ounce) thickens one cup of liquid.  Notes:   This silky powder is used to thicken sauces, gravies, and puddings.  Like other starch thickeners, cornstarch should be mixed into a slurry with an equal amount of cold water before it's added to the hot liquid you're trying to thicken.  You then need to simmer the liquid, stirring constantly, for a minute or so until it thickens.   Cornstarch doesn't stand up to freezing or prolonged cooking, and it doesn't thicken well when mixed with acidic liquids.  Cornstarch is called cornflour or maize cornflour in Britain, Australia, and New Zealand.  Don't confuse cornstarch with the finely ground cornmeal that Americans call corn flour especially for pie fillings",1 teaspoon corn starch
corn starch,1 teaspoon tapioca starch,"The category is: Starch Thickeners. One tablespoon (1/4 ounce) thickens one cup of liquid.  Notes:   This silky powder is used to thicken sauces, gravies, and puddings.  Like other starch thickeners, cornstarch should be mixed into a slurry with an equal amount of cold water before it's added to the hot liquid you're trying to thicken.  You then need to simmer the liquid, stirring constantly, for a minute or so until it thickens.   Cornstarch doesn't stand up to freezing or prolonged cooking, and it doesn't thicken well when mixed with acidic liquids.  Cornstarch is called cornflour or maize cornflour in Britain, Australia, and New Zealand.  Don't confuse cornstarch with the finely ground cornmeal that Americans call corn flour dissolves more easily",1 teaspoon corn starch
corn starch,1 teaspoon potato starch,"The category is: Starch Thickeners. One tablespoon (1/4 ounce) thickens one cup of liquid.  Notes:   This silky powder is used to thicken sauces, gravies, and puddings.  Like other starch thickeners, cornstarch should be mixed into a slurry with an equal amount of cold water before it's added to the hot liquid you're trying to thicken.  You then need to simmer the liquid, stirring constantly, for a minute or so until it thickens.   Cornstarch doesn't stand up to freezing or prolonged cooking, and it doesn't thicken well when mixed with acidic liquids.  Cornstarch is called cornflour or maize cornflour in Britain, Australia, and New Zealand.  Don't confuse cornstarch with the finely ground cornmeal that Americans call corn flour This is permitted during Passover.",1 teaspoon corn starch
corn starch,1 teaspoon kudzu powder,"The category is: Starch Thickeners. One tablespoon (1/4 ounce) thickens one cup of liquid.  Notes:   This silky powder is used to thicken sauces, gravies, and puddings.  Like other starch thickeners, cornstarch should be mixed into a slurry with an equal amount of cold water before it's added to the hot liquid you're trying to thicken.  You then need to simmer the liquid, stirring constantly, for a minute or so until it thickens.   Cornstarch doesn't stand up to freezing or prolonged cooking, and it doesn't thicken well when mixed with acidic liquids.  Cornstarch is called cornflour or maize cornflour in Britain, Australia, and New Zealand.  Don't confuse cornstarch with the finely ground cornmeal that Americans call corn flour",1 teaspoon corn starch
